Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2016,Bangalore,Bayaran Rendah,36,Perempuan,No,0,No
Masters,2017,Bangalore,Bayaran Menengah,41,Laki-laki,Yes,2,Yes
Bachelors,2015,Pune,Bayaran Rendah,33,Laki-laki,No,5,No
Masters,2017,New Delhi,Bayaran Menengah,37,Perempuan,No,2,No
Bachelors,2017,New Delhi,Bayaran Menengah,33,Laki-laki,No,0,No
Bachelors,2014,Bangalore,Bayaran Rendah,40,Perempuan,No,4,No
Masters,2018,New Delhi,Bayaran Rendah,36,Laki-laki,No,2,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,40,Laki-laki,Yes,3,Yes
Masters,2018,Bangalore,Bayaran Rendah,40,Laki-laki,No,2,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,34,Laki-laki,No,3,No
Bachelors,2012,Pune,Bayaran Rendah,39,Laki-laki,No,5,No
Bachelors,2017,Pune,Bayaran Menengah,33,Laki-laki,No,1,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,37,Laki-laki,No,2,No
Bachelors,2012,New Delhi,Bayaran Rendah,40,Laki-laki,No,3,No
Bachelors,2018,Bangalore,Bayaran Rendah,38,Laki-laki,No,1,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,40,Laki-laki,Yes,1,No
Bachelors,2014,New Delhi,Bayaran Rendah,38,Perempuan,No,0,No
Bachelors,2016,Bangalore,Bayaran Rendah,34,Laki-laki,Yes,1,No
Masters,2016,New Delhi,Bayaran Rendah,37,Perempuan,No,3,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,40,Laki-laki,No,5,No
Bachelors,2015,New Delhi,Bayaran Rendah,40,Perempuan,No,1,No
Masters,2016,Bangalore,Bayaran Rendah,37,Laki-laki,No,2,Yes
Bachelors,2016,Pune,Bayaran Menengah,37,Perempuan,No,3,Yes
Bachelors,2013,Pune,Bayaran Rendah,32,Laki-laki,No,1,No
Masters,2017,New Delhi,Bayaran Tinggi,35,Laki-laki,No,5,No
Bachelors,2016,Bangalore,Bayaran Tinggi,38,Laki-laki,No,3,No
Bachelors,2017,Pune,Bayaran Rendah,34,Perempuan,No,1,No
Bachelors,2014,Bangalore,Bayaran Rendah,32,Laki-laki,No,2,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,37,Laki-laki,No,5,No
Bachelors,2017,New Delhi,Bayaran Menengah,37,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,35,Laki-laki,No,2,No
Bachelors,2016,Bangalore,Bayaran Rendah,40,Laki-laki,No,0,No
Bachelors,2012,Bangalore,Bayaran Rendah,40,Laki-laki,Yes,2,No
Bachelors,2015,Bangalore,Bayaran Rendah,39,Perempuan,No,3,Yes
Masters,2013,New Delhi,Bayaran Rendah,41,Perempuan,No,2,No
Bachelors,2015,Bangalore,Bayaran Rendah,34,Perempuan,No,4,No
Bachelors,2012,New Delhi,Bayaran Rendah,34,Perempuan,No,4,No
Bachelors,2013,Pune,Bayaran Menengah,36,Laki-laki,No,2,Yes
Masters,2016,New Delhi,Bayaran Rendah,39,Perempuan,No,1,No
Bachelors,2014,New Delhi,Bayaran Rendah,41,Laki-laki,No,5,No
Bachelors,2015,Bangalore,Bayaran Rendah,40,Laki-laki,No,0,No
Bachelors,2017,Bangalore,Bayaran Rendah,34,Perempuan,No,5,No
Bachelors,2013,Bangalore,Bayaran Rendah,31,Laki-laki,No,2,No
Bachelors,2012,Pune,Bayaran Rendah,40,Laki-laki,No,3,No
Bachelors,2013,Pune,Bayaran Rendah,32,Laki-laki,No,5,No
Bachelors,2018,Pune,Bayaran Rendah,38,Laki-laki,No,3,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,40,Laki-laki,No,3,No
PHD,2013,Bangalore,Bayaran Rendah,41,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,36,Perempuan,No,0,No
Bachelors,2015,Pune,Bayaran Menengah,33,Perempuan,Yes,3,Yes
Bachelors,2016,New Delhi,Bayaran Rendah,37,Laki-laki,No,3,No
Bachelors,2015,Pune,Bayaran Rendah,38,Laki-laki,No,4,No
Bachelors,2017,Bangalore,Bayaran Rendah,32,Laki-laki,No,4,No
Bachelors,2017,Pune,Bayaran Rendah,33,Laki-laki,No,1,No
Bachelors,2015,Bangalore,Bayaran Rendah,38,Laki-laki,No,5,No
Bachelors,2015,Pune,Bayaran Rendah,40,Perempuan,No,5,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,35,Laki-laki,Yes,0,No
Masters,2016,New Delhi,Bayaran Rendah,37,Perempuan,No,5,No
Bachelors,2016,Bangalore,Bayaran Rendah,37,Laki-laki,Yes,2,No
Bachelors,2015,Bangalore,Bayaran Rendah,36,Laki-laki,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,33,Perempuan,No,4,Yes
Bachelors,2014,Pune,Bayaran Menengah,36,Perempuan,No,3,Yes
Bachelors,2016,Pune,Bayaran Rendah,32,Laki-laki,No,3,No
Bachelors,2017,Bangalore,Bayaran Rendah,35,Perempuan,No,1,Yes
Bachelors,2014,Pune,Bayaran Menengah,34,Perempuan,No,2,Yes
Masters,2017,Pune,Bayaran Menengah,40,Laki-laki,No,5,No
Bachelors,2016,Bangalore,Bayaran Rendah,37,Perempuan,No,4,No
Bachelors,2015,Bangalore,Bayaran Tinggi,36,Laki-laki,No,1,No
Bachelors,2012,Pune,Bayaran Rendah,41,Perempuan,No,1,No
Bachelors,2016,Pune,Bayaran Rendah,36,Laki-laki,No,0,No
Bachelors,2017,Bangalore,Bayaran Rendah,31,Perempuan,No,2,No
Bachelors,2017,Pune,Bayaran Rendah,31,Laki-laki,No,3,No
Bachelors,2014,Pune,Bayaran Rendah,33,Laki-laki,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,35,Laki-laki,Yes,0,No
PHD,2016,New Delhi,Bayaran Rendah,34,Laki-laki,No,1,No
Bachelors,2014,Bangalore,Bayaran Rendah,39,Perempuan,No,4,No
Masters,2015,Bangalore,Bayaran Rendah,31,Laki-laki,No,1,Yes
Bachelors,2015,Pune,Bayaran Rendah,32,Perempuan,No,0,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,33,Laki-laki,No,0,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,34,Laki-laki,Yes,1,No
Masters,2014,Pune,Bayaran Rendah,39,Laki-laki,No,2,No
Bachelors,2017,New Delhi,Bayaran Menengah,41,Perempuan,No,2,Yes
Bachelors,2017,New Delhi,Bayaran Menengah,34,Laki-laki,No,2,No
Bachelors,2013,Bangalore,Bayaran Rendah,36,Perempuan,No,5,No
Bachelors,2015,Pune,Bayaran Menengah,39,Perempuan,No,5,Yes
Bachelors,2012,Pune,Bayaran Rendah,37,Laki-laki,No,5,No
Bachelors,2016,Bangalore,Bayaran Rendah,36,Laki-laki,No,4,No
Bachelors,2014,New Delhi,Bayaran Rendah,38,Perempuan,No,1,No
Bachelors,2017,Bangalore,Bayaran Rendah,38,Perempuan,No,3,No
Masters,2016,New Delhi,Bayaran Rendah,37,Perempuan,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,34,Laki-laki,No,2,No
Bachelors,2015,Bangalore,Bayaran Rendah,31,Laki-laki,No,2,No
Bachelors,2015,Pune,Bayaran Menengah,32,Perempuan,No,2,Yes
Masters,2018,New Delhi,Bayaran Rendah,35,Laki-laki,No,2,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,31,Laki-laki,Yes,2,No
Bachelors,2015,Bangalore,Bayaran Tinggi,32,Laki-laki,Yes,0,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,31,Perempuan,No,5,No
Bachelors,2018,Bangalore,Bayaran Rendah,37,Laki-laki,No,5,Yes
PHD,2018,New Delhi,Bayaran Rendah,40,Laki-laki,No,3,Yes
Bachelors,2015,Bangalore,Bayaran Tinggi,41,Laki-laki,No,1,No
Bachelors,2017,Pune,Bayaran Rendah,34,Laki-laki,No,5,No
Bachelors,2014,Bangalore,Bayaran Rendah,36,Laki-laki,Yes,3,No
Bachelors,2013,Pune,Bayaran Rendah,35,Laki-laki,No,1,No
Masters,2017,New Delhi,Bayaran Rendah,38,Perempuan,No,3,No
Bachelors,2017,Bangalore,Bayaran Rendah,33,Laki-laki,No,1,No
Bachelors,2014,Bangalore,Bayaran Rendah,38,Perempuan,No,2,No
Bachelors,2018,Bangalore,Bayaran Rendah,38,Laki-laki,No,1,Yes
Bachelors,2017,Pune,Bayaran Menengah,40,Laki-laki,No,4,No
Bachelors,2013,New Delhi,Bayaran Rendah,39,Laki-laki,No,5,No
Bachelors,2014,New Delhi,Bayaran Rendah,33,Perempuan,No,4,No
Bachelors,2015,Pune,Bayaran Rendah,32,Perempuan,No,3,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,39,Laki-laki,No,2,No
Bachelors,2015,Bangalore,Bayaran Rendah,38,Perempuan,No,4,No
Bachelors,2013,Bangalore,Bayaran Rendah,38,Laki-laki,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,35,Laki-laki,No,0,No
Bachelors,2017,Pune,Bayaran Rendah,31,Perempuan,No,0,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,41,Laki-laki,No,5,No
Bachelors,2013,New Delhi,Bayaran Rendah,38,Perempuan,No,4,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,40,Laki-laki,Yes,1,No
Bachelors,2018,Bangalore,Bayaran Rendah,36,Perempuan,No,2,Yes
PHD,2013,New Delhi,Bayaran Rendah,36,Laki-laki,No,3,Yes
Bachelors,2014,Pune,Bayaran Rendah,41,Laki-laki,No,4,No
Bachelors,2014,Bangalore,Bayaran Rendah,35,Laki-laki,Yes,1,No
Bachelors,2017,Bangalore,Bayaran Rendah,38,Laki-laki,No,5,No
Bachelors,2017,New Delhi,Bayaran Menengah,41,Perempuan,No,0,No
Bachelors,2012,Bangalore,Bayaran Tinggi,34,Laki-laki,No,0,No
Bachelors,2016,Bangalore,Bayaran Rendah,39,Perempuan,No,3,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,37,Laki-laki,No,5,No
Bachelors,2015,Pune,Bayaran Menengah,39,Perempuan,Yes,0,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,31,Laki-laki,No,2,Yes
Masters,2012,New Delhi,Bayaran Rendah,34,Perempuan,No,3,No
Bachelors,2015,Bangalore,Bayaran Rendah,39,Laki-laki,No,1,No
Bachelors,2014,Pune,Bayaran Menengah,38,Perempuan,No,3,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,34,Laki-laki,No,1,No
Bachelors,2016,Bangalore,Bayaran Rendah,31,Perempuan,No,2,No
Bachelors,2016,Bangalore,Bayaran Rendah,39,Perempuan,No,0,No
Bachelors,2013,Bangalore,Bayaran Rendah,31,Perempuan,No,1,No
Bachelors,2012,Bangalore,Bayaran Rendah,36,Laki-laki,No,1,No
Bachelors,2017,New Delhi,Bayaran Rendah,37,Laki-laki,No,0,No
Bachelors,2015,Pune,Bayaran Tinggi,38,Perempuan,No,1,Yes
PHD,2017,Pune,Bayaran Rendah,41,Laki-laki,No,2,No
Bachelors,2018,Bangalore,Bayaran Rendah,32,Laki-laki,No,4,Yes
Bachelors,2018,Pune,Bayaran Rendah,35,Laki-laki,No,0,Yes
Bachelors,2017,Bangalore,Bayaran Rendah,35,Laki-laki,No,1,No
Bachelors,2013,Bangalore,Bayaran Rendah,32,Laki-laki,No,1,No
Bachelors,2015,Bangalore,Bayaran Rendah,31,Laki-laki,No,1,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,41,Laki-laki,No,4,No
Bachelors,2012,Bangalore,Bayaran Rendah,33,Laki-laki,Yes,0,No
Bachelors,2012,New Delhi,Bayaran Menengah,38,Perempuan,No,1,Yes
Masters,2012,Bangalore,Bayaran Rendah,39,Perempuan,No,3,Yes
Bachelors,2015,Bangalore,Bayaran Tinggi,36,Perempuan,No,2,No
Masters,2017,Bangalore,Bayaran Menengah,31,Laki-laki,No,5,No
Masters,2017,New Delhi,Bayaran Menengah,39,Perempuan,No,2,Yes
Masters,2017,New Delhi,Bayaran Rendah,41,Laki-laki,No,3,Yes
PHD,2018,New Delhi,Bayaran Rendah,33,Perempuan,No,0,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,38,Laki-laki,No,1,No
Bachelors,2017,Pune,Bayaran Menengah,31,Laki-laki,No,0,No
Bachelors,2014,Bangalore,Bayaran Rendah,34,Laki-laki,No,4,No
Bachelors,2017,Bangalore,Bayaran Rendah,40,Laki-laki,No,2,No
Bachelors,2012,Bangalore,Bayaran Rendah,36,Laki-laki,No,1,No
Bachelors,2015,Bangalore,Bayaran Rendah,36,Perempuan,No,2,No
Bachelors,2017,New Delhi,Bayaran Menengah,41,Perempuan,No,4,No
Bachelors,2017,Bangalore,Bayaran Rendah,37,Laki-laki,No,3,No
Bachelors,2017,New Delhi,Bayaran Rendah,33,Laki-laki,No,5,No
Bachelors,2017,New Delhi,Bayaran Rendah,41,Perempuan,No,4,No
Bachelors,2017,Bangalore,Bayaran Rendah,37,Perempuan,No,2,No
Bachelors,2017,Pune,Bayaran Rendah,38,Laki-laki,Yes,5,No
Bachelors,2015,Bangalore,Bayaran Rendah,34,Laki-laki,No,2,Yes
Bachelors,2017,Pune,Bayaran Rendah,37,Perempuan,No,0,No
Bachelors,2014,Bangalore,Bayaran Rendah,34,Laki-laki,No,0,Yes
Bachelors,2012,Pune,Bayaran Rendah,32,Laki-laki,No,1,No
Masters,2012,New Delhi,Bayaran Rendah,35,Perempuan,No,4,Yes
Bachelors,2013,Pune,Bayaran Rendah,36,Laki-laki,No,3,No
Bachelors,2015,Bangalore,Bayaran Rendah,34,Perempuan,No,2,No
Bachelors,2014,Bangalore,Bayaran Rendah,37,Perempuan,No,3,No
Bachelors,2016,Bangalore,Bayaran Rendah,40,Perempuan,Yes,4,No
Bachelors,2014,Pune,Bayaran Rendah,33,Laki-laki,No,4,No
Bachelors,2016,Bangalore,Bayaran Rendah,39,Perempuan,No,4,No
Bachelors,2012,Bangalore,Bayaran Rendah,40,Laki-laki,No,4,No
Bachelors,2013,Bangalore,Bayaran Tinggi,34,Laki-laki,No,4,Yes
Bachelors,2016,Pune,Bayaran Rendah,40,Laki-laki,No,5,No
PHD,2013,Bangalore,Bayaran Rendah,32,Laki-laki,No,5,No
Bachelors,2012,Bangalore,Bayaran Rendah,33,Laki-laki,No,1,No
Bachelors,2017,New Delhi,Bayaran Tinggi,31,Perempuan,No,4,Yes
Masters,2016,New Delhi,Bayaran Rendah,41,Perempuan,No,4,No
Bachelors,2016,Bangalore,Bayaran Rendah,34,Laki-laki,No,4,No
Bachelors,2016,Bangalore,Bayaran Rendah,39,Laki-laki,No,7,No
Bachelors,2014,Bangalore,Bayaran Rendah,35,Laki-laki,No,5,No
Bachelors,2016,Pune,Bayaran Rendah,38,Perempuan,No,7,No
Bachelors,2016,Bangalore,Bayaran Rendah,33,Laki-laki,No,6,No
Bachelors,2014,Pune,Bayaran Rendah,33,Laki-laki,No,6,No
Bachelors,2012,Bangalore,Bayaran Rendah,35,Laki-laki,No,5,No
PHD,2013,New Delhi,Bayaran Rendah,40,Laki-laki,No,5,No
Bachelors,2012,Bangalore,Bayaran Rendah,40,Perempuan,No,5,No
Bachelors,2017,Bangalore,Bayaran Rendah,39,Laki-laki,No,5,No
Bachelors,2017,Bangalore,Bayaran Rendah,33,Perempuan,No,6,No
Bachelors,2014,Bangalore,Bayaran Rendah,32,Perempuan,No,5,No
Masters,2014,Bangalore,Bayaran Rendah,40,Perempuan,No,7,Yes
Bachelors,2017,New Delhi,Bayaran Menengah,33,Laki-laki,No,6,No
Masters,2016,New Delhi,Bayaran Tinggi,31,Perempuan,No,5,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,35,Perempuan,No,5,No
Bachelors,2014,Bangalore,Bayaran Rendah,39,Laki-laki,No,7,Yes
Masters,2018,Bangalore,Bayaran Rendah,39,Perempuan,No,6,Yes
Masters,2017,Pune,Bayaran Menengah,38,Perempuan,No,2,No
Bachelors,2012,Bangalore,Bayaran Rendah,38,Laki-laki,No,7,Yes
Masters,2017,New Delhi,Bayaran Menengah,40,Perempuan,Yes,2,No
Bachelors,2018,Bangalore,Bayaran Rendah,38,Laki-laki,No,6,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,34,Laki-laki,No,6,No
Bachelors,2012,Bangalore,Bayaran Tinggi,35,Laki-laki,No,7,No
Masters,2013,New Delhi,Bayaran Tinggi,41,Laki-laki,No,5,No
PHD,2014,New Delhi,Bayaran Menengah,37,Perempuan,No,5,No
Bachelors,2015,Pune,Bayaran Rendah,34,Laki-laki,Yes,7,No
Bachelors,2014,Bangalore,Bayaran Rendah,35,Laki-laki,Yes,5,No
Bachelors,2013,Bangalore,Bayaran Tinggi,38,Laki-laki,No,6,No
Bachelors,2016,Bangalore,Bayaran Rendah,38,Perempuan,No,7,No
Bachelors,2015,Pune,Bayaran Menengah,41,Perempuan,No,7,No
Bachelors,2018,Bangalore,Bayaran Rendah,34,Laki-laki,No,5,Yes
Bachelors,2017,Pune,Bayaran Menengah,22,Laki-laki,No,0,No
Bachelors,2018,Bangalore,Bayaran Menengah,26,Perempuan,No,4,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,22,Laki-laki,No,0,No
Bachelors,2017,New Delhi,Bayaran Rendah,25,Perempuan,No,3,No
Bachelors,2016,Bangalore,Bayaran Rendah,29,Laki-laki,No,0,No
Bachelors,2017,New Delhi,Bayaran Rendah,36,Perempuan,No,0,No
Bachelors,2014,Bangalore,Bayaran Rendah,37,Perempuan,No,1,No
Bachelors,2013,New Delhi,Bayaran Menengah,34,Perempuan,No,4,Yes
Bachelors,2012,Pune,Bayaran Rendah,34,Perempuan,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,25,Perempuan,No,3,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,31,Laki-laki,No,0,No
Bachelors,2015,New Delhi,Bayaran Rendah,36,Perempuan,No,2,No
Bachelors,2016,Bangalore,Bayaran Rendah,31,Laki-laki,Yes,5,No
Bachelors,2015,Bangalore,Bayaran Rendah,34,Laki-laki,No,4,No
Masters,2014,New Delhi,Bayaran Rendah,28,Laki-laki,Yes,2,Yes
Bachelors,2014,Bangalore,Bayaran Rendah,28,Laki-laki,No,2,No
Bachelors,2015,Bangalore,Bayaran Rendah,31,Laki-laki,No,1,No
Bachelors,2017,Bangalore,Bayaran Rendah,35,Laki-laki,No,5,No
Bachelors,2012,Bangalore,Bayaran Tinggi,28,Perempuan,Yes,1,No
Bachelors,2018,Bangalore,Bayaran Rendah,32,Perempuan,No,2,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,23,Laki-laki,Yes,1,Yes
Masters,2018,Pune,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2017,Pune,Bayaran Rendah,25,Laki-laki,No,3,No
Masters,2017,New Delhi,Bayaran Menengah,31,Perempuan,No,2,No
PHD,2018,New Delhi,Bayaran Rendah,34,Laki-laki,No,0,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,36,Perempuan,No,2,No
PHD,2017,New Delhi,Bayaran Rendah,40,Laki-laki,No,3,No
Masters,2012,New Delhi,Bayaran Rendah,34,Perempuan,No,2,No
Bachelors,2018,Bangalore,Bayaran Rendah,37,Laki-laki,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,38,Laki-laki,No,3,No
Bachelors,2017,New Delhi,Bayaran Menengah,22,Perempuan,No,0,No
Bachelors,2016,Pune,Bayaran Menengah,36,Perempuan,No,0,Yes
Bachelors,2013,New Delhi,Bayaran Menengah,35,Perempuan,No,1,Yes
Bachelors,2012,New Delhi,Bayaran Rendah,22,Perempuan,No,0,No
Bachelors,2016,Bangalore,Bayaran Rendah,22,Laki-laki,No,0,No
Bachelors,2012,Bangalore,Bayaran Rendah,29,Laki-laki,No,4,No
Bachelors,2017,Bangalore,Bayaran Rendah,34,Laki-laki,No,5,No
Bachelors,2017,Bangalore,Bayaran Menengah,23,Laki-laki,No,1,No
Bachelors,2014,Pune,Bayaran Menengah,32,Laki-laki,No,3,Yes
Bachelors,2012,Pune,Bayaran Menengah,26,Perempuan,No,4,Yes
Masters,2017,Bangalore,Bayaran Rendah,38,Laki-laki,No,2,No
Bachelors,2014,Pune,Bayaran Rendah,37,Laki-laki,No,4,No
Bachelors,2017,New Delhi,Bayaran Menengah,25,Perempuan,No,3,No
Bachelors,2018,Pune,Bayaran Menengah,36,Perempuan,No,5,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,26,Perempuan,No,4,No
Bachelors,2018,Pune,Bayaran Menengah,39,Perempuan,No,4,Yes
Bachelors,2016,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,Yes
Masters,2018,Pune,Bayaran Rendah,39,Laki-laki,No,2,Yes
Masters,2018,New Delhi,Bayaran Rendah,39,Perempuan,No,2,Yes
Bachelors,2017,New Delhi,Bayaran Menengah,27,Perempuan,No,5,No
Bachelors,2013,Bangalore,Bayaran Rendah,36,Laki-laki,No,5,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,28,Perempuan,No,3,No
Bachelors,2016,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2014,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,No
Bachelors,2017,New Delhi,Bayaran Rendah,23,Laki-laki,No,1,No
Bachelors,2013,Bangalore,Bayaran Rendah,30,Perempuan,No,5,No
Bachelors,2014,Bangalore,Bayaran Rendah,22,Laki-laki,No,0,No
Bachelors,2014,Pune,Bayaran Rendah,27,Laki-laki,No,5,No
Masters,2017,New Delhi,Bayaran Rendah,32,Laki-laki,No,2,No
Masters,2014,Pune,Bayaran Tinggi,33,Perempuan,No,1,No
Masters,2017,New Delhi,Bayaran Rendah,26,Laki-laki,No,4,Yes
Bachelors,2013,Pune,Bayaran Rendah,25,Perempuan,Yes,3,Yes
Masters,2017,New Delhi,Bayaran Menengah,23,Laki-laki,No,1,Yes
Bachelors,2012,Pune,Bayaran Rendah,24,Laki-laki,No,2,No
Bachelors,2014,Bangalore,Bayaran Rendah,33,Laki-laki,No,5,No
Masters,2018,Bangalore,Bayaran Rendah,30,Laki-laki,Yes,2,Yes
Masters,2017,New Delhi,Bayaran Menengah,27,Perempuan,No,5,No
Bachelors,2012,Pune,Bayaran Menengah,31,Perempuan,No,5,Yes
Masters,2018,New Delhi,Bayaran Rendah,23,Perempuan,No,1,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,30,Laki-laki,No,2,No
Bachelors,2015,Pune,Bayaran Menengah,32,Perempuan,No,2,Yes
Bachelors,2013,New Delhi,Bayaran Rendah,26,Perempuan,Yes,4,No
Masters,2017,New Delhi,Bayaran Menengah,35,Laki-laki,No,2,No
Bachelors,2016,Bangalore,Bayaran Tinggi,30,Laki-laki,No,4,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,37,Laki-laki,No,4,Yes
Bachelors,2017,Bangalore,Bayaran Tinggi,34,Laki-laki,Yes,0,No
Bachelors,2012,Bangalore,Bayaran Rendah,38,Perempuan,No,0,No
Masters,2013,New Delhi,Bayaran Menengah,22,Laki-laki,Yes,0,Yes
Bachelors,2015,Pune,Bayaran Tinggi,22,Perempuan,No,0,Yes
Masters,2015,Pune,Bayaran Menengah,33,Perempuan,No,2,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,32,Laki-laki,No,1,No
Masters,2015,Pune,Bayaran Menengah,34,Perempuan,No,2,No
Bachelors,2017,Bangalore,Bayaran Rendah,36,Perempuan,No,1,No
Bachelors,2015,Bangalore,Bayaran Rendah,32,Laki-laki,No,1,No
Bachelors,2017,Bangalore,Bayaran Rendah,28,Laki-laki,Yes,3,No
Bachelors,2017,New Delhi,Bayaran Menengah,26,Perempuan,No,4,No
Bachelors,2013,Pune,Bayaran Rendah,35,Laki-laki,No,1,No
Bachelors,2014,Pune,Bayaran Rendah,33,Laki-laki,No,4,No
Masters,2013,Pune,Bayaran Rendah,22,Perempuan,Yes,0,Yes
Bachelors,2014,Pune,Bayaran Rendah,27,Laki-laki,No,5,Yes
Masters,2018,New Delhi,Bayaran Rendah,23,Perempuan,No,1,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,34,Perempuan,Yes,2,No
Masters,2017,Pune,Bayaran Menengah,23,Laki-laki,No,1,Yes
Bachelors,2012,Pune,Bayaran Rendah,36,Laki-laki,No,4,No
PHD,2018,New Delhi,Bayaran Rendah,28,Laki-laki,No,4,Yes
PHD,2013,Bangalore,Bayaran Rendah,28,Laki-laki,No,4,No
Bachelors,2016,Bangalore,Bayaran Rendah,33,Perempuan,No,4,No
Bachelors,2013,Bangalore,Bayaran Rendah,39,Laki-laki,No,3,No
Bachelors,2015,New Delhi,Bayaran Rendah,25,Perempuan,Yes,3,No
Bachelors,2014,Pune,Bayaran Rendah,32,Laki-laki,No,2,No
Bachelors,2015,Pune,Bayaran Rendah,23,Perempuan,No,1,Yes
Masters,2018,New Delhi,Bayaran Rendah,29,Laki-laki,No,2,Yes
Bachelors,2013,Pune,Bayaran Menengah,24,Laki-laki,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,36,Perempuan,No,2,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,40,Laki-laki,No,4,Yes
Bachelors,2012,New Delhi,Bayaran Rendah,38,Perempuan,No,1,No
Bachelors,2014,Bangalore,Bayaran Rendah,22,Laki-laki,No,0,No
Bachelors,2018,Bangalore,Bayaran Rendah,24,Laki-laki,No,2,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,37,Laki-laki,No,5,No
Bachelors,2018,Pune,Bayaran Rendah,40,Laki-laki,No,3,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,32,Laki-laki,Yes,0,Yes
Bachelors,2012,New Delhi,Bayaran Rendah,28,Perempuan,No,1,No
Bachelors,2016,Pune,Bayaran Rendah,29,Laki-laki,Yes,5,No
Bachelors,2013,Pune,Bayaran Rendah,25,Laki-laki,No,3,No
PHD,2013,Bangalore,Bayaran Rendah,35,Laki-laki,No,3,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,28,Laki-laki,No,0,Yes
Bachelors,2012,Bangalore,Bayaran Rendah,39,Laki-laki,No,3,No
Bachelors,2012,Pune,Bayaran Tinggi,35,Laki-laki,No,1,No
Bachelors,2017,Bangalore,Bayaran Rendah,37,Laki-laki,No,2,No
Masters,2018,Pune,Bayaran Rendah,40,Perempuan,No,2,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,23,Laki-laki,No,1,Yes
Bachelors,2013,Pune,Bayaran Rendah,32,Laki-laki,No,2,No
PHD,2018,New Delhi,Bayaran Rendah,37,Laki-laki,No,3,Yes
Bachelors,2015,Bangalore,Bayaran Rendah,23,Perempuan,No,1,No
Bachelors,2014,Pune,Bayaran Rendah,26,Laki-laki,No,4,No
Bachelors,2017,Bangalore,Bayaran Rendah,36,Perempuan,No,3,Yes
Bachelors,2013,Bangalore,Bayaran Rendah,40,Perempuan,No,3,No
Bachelors,2015,New Delhi,Bayaran Rendah,22,Laki-laki,No,0,No
Bachelors,2015,Bangalore,Bayaran Rendah,30,Laki-laki,No,0,No
Bachelors,2014,Bangalore,Bayaran Rendah,30,Laki-laki,No,1,No
Bachelors,2015,Pune,Bayaran Tinggi,34,Perempuan,No,3,Yes
Bachelors,2018,Bangalore,Bayaran Rendah,27,Laki-laki,No,5,Yes
Bachelors,2013,Bangalore,Bayaran Tinggi,27,Perempuan,No,5,No
